CPUNano,CPU,AvgCPU,MemPerc
10448000,27.740337379108958,27.740337379108958,0.08%
80688000,7.01963896505729,7.771277967447365,2.26%
150365000,6.962189434025158,7.37417222115304,4.41%
215875000,6.541985804302238,7.1000904478343205,6.61%
289206000,7.3232517203794405,7.1553780506494915,8.78%
354652000,6.535642157360131,7.0323234328404665,10.98%
420445000,6.570078592471851,6.955743398418787,13.19%
485888000,6.539022596805955,6.896547569789337,15.38%
567195000,8.124138677507469,7.04923882800854,17.54%
632906000,6.562361637991191,6.995353836467265,19.74%
698488000,6.54925378482247,6.950900208066906,21.94%
775598000,7.699612688612627,7.018754964585715,24.11%
953667000,17.78504232526259,7.913202585758694,26.06%
1131723000,17.777512330505857,8.6700986022943,28.02%
1306094000,17.412286412300716,9.29300120785166,29.99%
1486245000,17.986273471452396,9.87131474623915,31.94%
1659855000,17.34274927109082,10.337104063478044,33.90%
1833277000,17.322328465710292,10.747062637400512,35.87%
2018611000,18.506877830395016,11.17735097162596,37.80%
2192490000,17.36610602319186,11.50243847661307,39.77%
2365993000,17.32436103114867,11.793061004859453,41.73%
2538838000,17.256348424588836,12.052847542680095,43.69%
2711464000,17.237720642656967,12.288161434277605,45.67%
2883951000,17.235283400460315,12.50280110964696,47.59%
3057430000,17.323913863230214,12.7033920722799,49.56%
3253176000,19.545035378140575,12.976713718285035,51.47%
3426501000,17.30528380710373,13.143005491084836,53.44%
3600899000,17.4125360952459,13.300959860472233,55.40%
3775546000,17.45364278567606,13.448977446862212,57.36%
3950184000,17.437333110122797,13.586362164774322,59.33%
4125017000,17.45532494419299,13.71520689011107,61.29%
4480859000,35.55143114382038,14.41850017887758,22.66%
