CPUNano,CPU,AvgCPU,MemPerc
10190000,26.946707926774767,26.946707926774767,0.07%
80310000,7.006678637774969,7.7327118021392485,2.27%
150277000,6.986298770445367,7.366289757937132,4.45%
216030000,6.565698506343881,7.102684578507697,6.65%
289763000,7.362920152766319,7.167143292426265,8.82%
355538000,6.568755285407504,7.048358023376022,11.02%
421295000,6.566378808590705,6.968522028724876,13.22%
487238000,6.58593669023143,6.914162224313157,15.41%
569568000,8.221620167769085,7.076837701311326,17.58%
636124000,6.646108639083656,7.0291741416058855,19.78%
702712000,6.649999550195261,6.991399501814353,21.97%
781733000,7.890523166439617,7.072868673180969,24.14%
961239000,17.924257793775954,7.974420914775046,26.09%
1139223000,17.771338764980978,8.72596603132807,28.06%
1314456000,17.49699786541978,9.350863412743221,30.02%
1495736000,18.09886444801159,9.932726663171113,31.97%
1671142000,17.51432805254865,10.405509734583614,33.93%
1845921000,17.45007681227705,10.819054387127714,35.90%
2034458000,18.826341372454138,11.262991107937728,37.83%
2209827000,17.509760763813887,11.591159470827982,39.80%
2385092000,17.500525510031707,11.886089406529301,41.76%
2560717000,17.535663945967013,12.154661667981742,43.73%
2735982000,17.498611745018884,12.397190874761156,45.70%
2911156000,17.493484202915603,12.618391456231844,47.66%
3086045000,17.46381174999713,12.81996781099582,49.63%
3283883000,19.75291227231522,13.096902408168898,51.54%
3458385000,17.424793083452947,13.263121719014586,53.51%
3633241000,17.47526549496685,13.418782371519203,55.47%
3807763000,17.429719809718776,13.561821141381735,57.44%
3982833000,17.479367811312958,13.696756518844518,59.40%
4159066000,17.597400041035204,13.826622464367325,61.36%
4534044000,37.46105220622778,14.587779755944382,18.04%
