CPUNano,CPU,AvgCPU,MemPerc
9561000,26.28443130604703,26.28443130604703,0.07%
79782000,7.013396837408966,7.688971057280619,2.26%
150446000,7.05720606953438,7.37871445576232,4.45%
216468000,6.592903406242987,7.119887490121456,6.65%
290993000,7.446433360955096,7.200758633958245,8.82%
358613000,6.752529118738988,7.111744439829937,11.02%
424468000,6.576876524461779,7.023130630963539,13.22%
489670000,6.511538592291462,6.950418224763463,15.41%
572634000,8.283911489826574,7.116387429377341,17.57%
639262000,6.656532162719858,7.065513562147244,19.77%
705760000,6.640901736227398,7.0232027094138,21.97%
785039000,7.915951899681178,7.10411287733755,24.13%
962500000,17.71820392818934,7.986186298951971,26.09%
1138566000,17.578359679618664,8.722192786100265,28.05%
1311247000,17.248868167450283,9.329543532144102,30.01%
1490402000,17.891324812521525,9.898969298237152,31.96%
1663047000,17.23762487077685,10.356699906484764,33.93%
1836110000,17.282070381786102,10.763232621225242,35.89%
2020977000,18.462188546141395,11.190087404919765,37.84%
2194285000,17.305129104248273,11.511362366768145,39.80%
2367076000,17.260674764769526,11.798231598950844,41.76%
2539489000,17.220548412576523,12.055960668528492,43.73%
2712073000,17.249991836479143,12.291475815586455,45.68%
2885097000,17.283647605304843,12.508142870822372,47.65%
3057754000,17.24212930231643,12.705111120930216,49.61%
3252965000,19.49090603324581,12.976218760778568,51.53%
3425950000,17.275056297499564,13.141338343943717,53.50%
3598978000,17.292020828604258,13.294761713290114,55.46%
3771825000,17.259570927707806,13.43620397713424,57.43%
3945005000,17.283842426160767,13.568804649113714,59.39%
4117375000,17.208146412584163,13.690013373168469,61.36%
4484107000,36.63830959424157,14.429156966052942,18.95%
