CPUNano,CPU,AvgCPU,MemPerc
10528000,28.892530216130837,28.892530216130837,0.07%
81253000,7.062863676000693,7.829329055927461,2.26%
150686000,6.9336218080036245,7.389471226237807,4.45%
216014000,6.523940508361467,7.1044227312005175,6.65%
290826000,7.471244469618056,7.195298684380511,8.83%
355896000,6.498056322204258,7.0568562382480255,11.03%
420929000,6.494154159308517,6.9636345765634875,13.22%
486428000,6.540782306443593,6.903538403067813,15.42%
567598000,8.106159883678513,7.053180392141114,17.59%
633079000,6.53943306701556,6.996329520680404,19.78%
697812000,6.465372251060961,6.9434329420151615,21.98%
776420000,7.849573085298167,7.025543555447424,24.15%
956406000,17.96045615794635,7.934667554555595,26.11%
1134820000,17.817830769454304,8.692719090685634,28.07%
1309782000,17.48568737743475,9.318687261817523,30.03%
1490816000,18.077907294405534,9.901251007287229,31.98%
1665940000,17.483753097837983,10.374205132133204,33.94%
1841105000,17.490660347841718,10.791965101491844,35.91%
2029327000,18.791478169378966,11.23559098740695,37.84%
2204600000,17.502465139627102,11.564802636986341,39.81%
2378902000,17.402553207613533,11.856212576694388,41.77%
2553048000,17.38821031313659,12.119212754677031,43.74%
2727430000,17.427116737151742,12.359904204893342,45.70%
2900828000,17.32289375648415,12.575262741789347,47.67%
3074726000,17.367548939444468,12.774623879864597,49.63%
3271712000,19.685743752584525,13.050480489639229,51.54%
3446527000,17.45609840927777,13.21971098208768,53.51%
3621598000,17.480625819444587,13.377337592023764,55.47%
3796460000,17.466751575591154,13.523166608185381,57.44%
3971450000,17.47296025700451,13.659216385428591,59.40%
4146354000,17.46345811029268,13.785895848786216,61.36%
4522315000,37.54597495950384,14.55144411695347,16.39%
