CPUNano,CPU,AvgCPU,MemPerc
11267000,30.014184212768203,30.014184212768203,0.08%
82053000,7.068093364031487,7.89711199804868,2.26%
150402000,6.828811888850297,7.372947257045155,4.45%
215640000,6.518030682465968,7.091550024138352,6.64%
288626000,7.289694610186717,7.14063104437325,8.82%
354075000,6.541075086719815,7.021663538971591,11.02%
419487000,6.532522236655959,6.940625122106359,13.22%
484717000,6.514239039001881,6.880022928729562,15.41%
564780000,7.993035900623459,7.018567493672542,17.58%
630404000,6.552711233250339,6.967006549250401,19.78%
695122000,6.463915580795085,6.916884889136638,21.98%
774558000,7.9325136933774365,7.008916814484226,24.15%
953565000,17.88066989477717,7.911985984123245,26.11%
1132037000,17.81978995548627,8.672157227393877,28.06%
1307559000,17.534751484423378,9.30336381261734,30.03%
1488482000,18.064447872980484,9.88615184521114,31.98%
1663245000,17.450108991813316,10.357906469097689,33.94%
1837242000,17.384849652808377,10.770188298593359,35.92%
2026714000,18.91865377574835,11.222055245502219,37.84%
2201929000,17.510087292814376,11.55216455610891,39.81%
2377439000,17.522885546468054,11.850250267522688,41.77%
2553051000,17.53983260758096,12.120694131974167,43.74%
2727861000,17.458221786662953,12.362911299457808,45.70%
2902987000,17.485644567475894,12.585339876224042,47.67%
3078198000,17.495307210933444,12.789645515408928,49.63%
3277286000,19.875981971128194,13.07277940038829,51.54%
3452635000,17.50832004157033,13.243170410877623,53.50%
3628026000,17.51408347863795,13.401154166271622,55.47%
3803164000,17.48406708506901,13.546834460342028,57.44%
3978289000,17.485216714791257,13.682498288673209,59.40%
4153145000,17.458640175795495,13.808240086353202,61.37%
4525690000,37.20146882257433,14.562021975531215,16.65%
