CPUNano,CPU,AvgCPU,MemPerc
12146000,33.44770616644511,33.44770616644511,0.07%
82421000,7.019096078379933,7.944110872086855,2.26%
151889000,6.942413366690123,7.452324644949909,4.44%
215804000,6.384947556114645,7.100757311705862,6.64%
291085000,7.518675460608934,7.204321240014113,8.82%
358257000,6.711180386618682,7.106413697278531,11.01%
424993000,6.6653986934855745,7.033338974351658,13.21%
490941000,6.586115166546712,6.9697640290099265,15.41%
572300000,8.125860653553886,7.113643460457057,17.57%
639311000,6.691785770304172,7.066946387428692,19.76%
704340000,6.494109352780359,7.0098583053801065,21.96%
781753000,7.7290607772002975,7.075050914115461,24.13%
960430000,17.838738950024545,7.969674795174122,26.08%
1138129000,17.74195413352761,8.719536764324303,28.04%
1313616000,17.530999861052287,9.34715771300789,30.01%
1494585000,18.069235368228004,9.927385648687896,31.95%
1669775000,17.49483889270594,10.399336516432347,33.92%
1844280000,17.423028153244232,10.811736134508976,35.88%
2030030000,18.538580661672853,11.240417393632848,37.82%
2205140000,17.49072307470239,11.568703859601547,39.79%
2380784000,17.544569057791733,11.866904701607092,41.75%
2555808000,17.492275383546627,12.134133329628074,43.72%
2730969000,17.489059343363436,12.377202663644042,45.68%
2905788000,17.45820438073273,12.59778393187108,47.65%
3080783000,17.470054607300597,12.800566617166506,49.62%
3278488000,19.739760041537956,13.077800225489952,51.53%
3453313000,17.457176061775154,13.246025562895086,53.50%
3628597000,17.50037245350082,13.403425644928607,55.46%
3803207000,17.43553073463982,13.547261558267234,57.43%
3978127000,17.465861430144994,13.68223828259423,59.39%
4153254000,17.488074622410394,13.808954890249861,61.36%
4521325000,36.75059518813574,14.548283872023774,18.94%
