CPUNano,CPU,AvgCPU,MemPerc
11347000,31.371642180916087,31.371642180916087,0.07%
83354000,7.191212956351269,8.034206724781006,2.26%
154335000,7.088354703126791,7.569657568501655,4.44%
220385000,6.594875961900476,7.248555606602075,6.64%
295277000,7.4789450500420624,7.305635882683803,8.81%
362489000,6.7126707395921885,7.187905604319493,11.01%
429223000,6.664891000308816,7.101265161092049,13.21%
495236000,6.591260732136191,7.028771151264719,15.41%
578131000,8.279629018005105,7.184399840382503,17.57%
642913000,6.471071370711953,7.105475913853021,19.76%
709588000,6.657422579552261,7.060824443515719,21.96%
789226000,7.952849617973968,7.141654359779462,24.14%
968686000,17.914333871047514,8.037025431181984,26.09%
1146362000,17.748606116181495,8.781783813159924,28.05%
1320780000,17.41929326278547,9.397121728166757,30.01%
1501304000,18.031620919033152,9.97126313332561,31.97%
1675234000,17.364153175427806,10.432415600728302,33.94%
1848817000,17.343153703576057,10.837881198525512,35.90%
2034939000,18.58480133804259,11.267460672915083,37.84%
2209629000,17.4429720854573,11.59191710903794,39.81%
2384303000,17.445563336035594,11.884044695610871,41.77%
2559581000,17.50207712723779,12.151142484890876,43.74%
2734579000,17.472230148714818,12.392666004198793,45.70%
2909393000,17.457035634334016,12.6125180538639,47.66%
3084102000,17.44672534629858,12.813645149694056,49.63%
3283173000,19.881901598386598,13.095941547557777,51.54%
3458395000,17.494502685853256,13.264918572039882,53.50%
3633388000,17.47452355455841,13.420629026444312,55.47%
3808071000,17.44452175617364,13.564153388128666,57.43%
3982802000,17.444867087546577,13.697836691578086,59.39%
4156849000,17.384611108326105,13.820555000461113,61.36%
4522825000,36.543126039048616,14.552772912287088,19.59%
