CPUNano,CPU,AvgCPU,MemPerc
100148000,252.61461983527735,252.61461983527735,0.00%
2670978000,256.6945021120555,256.5391508544867,0.01%
5250284000,257.62050323074317,257.06924989406554,0.02%
7820809000,256.64421805898934,256.92939620577914,0.03%
10408682000,258.4269192678234,257.3000965054642,0.04%
12984746000,257.18563093413894,257.2773794011207,0.05%
15568371000,257.9791764810421,257.3935806838326,0.06%
18152034000,258.02536076980044,257.4833159595661,0.07%
20738820000,258.2704631933998,257.58123607454337,0.08%
23319209000,257.67828773969177,257.5919717371822,0.09%
25898034000,257.38840512027605,257.57168693495925,0.10%
28475583000,257.6037924489911,257.57459272815646,0.11%
31039102000,255.98007051700895,257.44214897981334,0.12%
33618193000,257.4607920190633,257.4435791245015,0.13%
36197662000,257.6104095406684,257.45546041801816,0.14%
38786352000,258.43030215743323,257.52029448306735,0.15%
41359750000,257.0416974336515,257.49046425040405,0.16%
43937780000,257.3981801010243,257.48504769097116,0.17%
46506138000,256.47528218541737,257.4290747800198,0.18%
49073608000,256.28606848069325,257.3690214237235,0.19%
51647335000,257.04115623575274,257.3526632103342,0.20%
54212365000,256.10220107971907,257.29322309061195,0.21%
56782174000,256.64886258721873,257.263991166621,0.22%
