CPUNano,CPU,AvgCPU,MemPerc
102054000,246.48098483999686,246.48098483999686,0.00%
2683987000,257.982963651922,257.52602290517774,0.01%
5274131000,258.62680376799705,258.0654468171954,0.02%
7872097000,259.3913831908328,258.50153396785123,0.03%
10468524000,259.27974154963744,258.69411081769067,0.04%
13065688000,259.3204283380653,258.8183675748128,0.05%
15653585000,258.4040495275555,258.74977964485254,0.06%
18240834000,258.3548085452426,258.6936841307737,0.07%
20840870000,259.5941393085331,258.8056806531508,0.08%
23417257000,257.25186188597064,258.63380980901616,0.09%
26019698000,259.87793848162784,258.7577088155066,0.10%
28609971000,258.6589520634529,258.7487645292438,0.11%
31198070000,258.40156377126766,258.71992630180324,0.12%
33784146000,258.2525038402297,258.68408670713666,0.13%
36358069000,257.25915089578916,258.5826912116989,0.14%
38948728000,258.6884691258414,258.5897243015257,0.15%
41539459000,258.92991434666544,258.61091511896296,0.16%
44126339000,258.3321123820265,258.5945538720852,0.17%
46719128000,259.1295183109317,258.6241850972447,0.18%
49302300000,257.9572848403692,258.58915756484345,0.19%
51893665000,258.7267634801133,258.5960255893826,0.20%
54473074000,257.5859066947591,258.54801578536274,0.21%
57060901000,258.3746262158502,258.5401471809243,0.22%
