CPUNano,CPU,AvgCPU,MemPerc
108852000,252.94227928385723,252.94227928385723,0.00%
2670266000,255.84901957816135,255.72922227315365,0.01%
5254919000,257.9288984243207,256.8064334769078,0.02%
7833278000,257.6159408117205,257.0723242251716,0.03%
10409709000,257.4407531126979,257.1634131310555,0.04%
12991733000,257.8752427052134,257.30457164204165,0.05%
15587074000,259.15682131362934,257.6111428440153,0.06%
18169842000,257.8719276642269,257.6481801651374,0.07%
20739303000,256.57261058621356,257.51443512991665,0.08%
23310783000,256.7728484490947,257.432418419138,0.09%
25893842000,257.933926005224,257.482359087485,0.10%
28474087000,257.5202596229225,257.4857930721629,0.11%
31048955000,257.21584445677985,257.463384878803,0.12%
33626546000,257.35712669781117,257.4552367168195,0.13%
36195664000,256.5633976816111,257.3917308463722,0.14%
38776318000,257.66645940123885,257.40999647118593,0.15%
41344994000,256.517540516641,257.35436921167417,0.16%
43922322000,257.5139700360567,257.36372900107256,0.17%
46478359000,255.3133206713011,257.25011318091475,0.18%
49058476000,257.59209072715237,257.2680760752028,0.19%
51635709000,257.3830799774134,257.2738136942081,0.20%
54206115000,256.61025792559207,257.24227097027295,0.21%
56783957000,257.4531255786309,257.2518357297454,0.22%
