CPUNano,CPU,AvgCPU,MemPerc
100345000,250.38214186083997,250.38214186083997,0.00%
2665262000,256.0879412522162,255.8684154071785,0.01%
5252189000,258.414892620178,257.1163614174508,0.02%
7831353000,257.51162725855414,257.24640349843384,0.03%
10404962000,256.99210579151287,257.18345755315806,0.04%
12985717000,257.68942557956586,257.28385434902316,0.05%
15563616000,257.4030926505812,257.30359690004894,0.06%
18138710000,257.1295612695944,257.27887527699994,0.07%
20732267000,258.96609276448646,257.4887380497176,0.08%
23310670000,257.4743686731132,257.4871485680448,0.09%
25883921000,257.18699264244697,257.4572771955255,0.10%
28472771000,258.5124989996914,257.5528657182146,0.11%
31053138000,257.88666514862985,257.58056992950327,0.12%
33630613000,257.39420226233995,257.5662770251538,0.13%
36209791000,257.49029735647883,257.560863605482,0.14%
38804110000,259.08724711682487,257.662351500469,0.15%
41375507000,256.70164864794657,257.6024364136482,0.16%
43955842000,257.7188106422336,257.60926501350923,0.17%
46538032000,257.8130967401744,257.6205662905009,0.18%
49105061000,256.23959395888176,257.5480055926075,0.19%
51681813000,257.3598317768603,257.53861710433017,0.20%
54252468000,256.7197429188039,257.4996983499784,0.21%
56834461000,257.79102861425275,257.5129192231922,0.22%
