CPUNano,CPU,AvgCPU,MemPerc
100585000,250.1302997701666,250.1302997701666,0.00%
2684552000,258.03682739045894,257.7315824116841,0.01%
5260012000,257.21610208673053,257.47892984724916,0.02%
7830600000,256.6875189585777,257.21859214849655,0.03%
10413710000,257.94869197391944,257.3993069434227,0.04%
12996498000,257.8920619691663,257.49708194133535,0.05%
15592496000,259.2065041567974,257.78011787683306,0.06%
18176846000,257.92358087029584,257.80050544403593,0.07%
20747749000,256.829868093007,257.67983341718775,0.08%
23320712000,256.8858847249539,257.59199665936444,0.09%
25901748000,257.7624766229123,257.6089743894513,0.10%
28481378000,257.5855796841784,257.60685529717205,0.11%
31067198000,258.1750330156068,257.65405107383964,0.12%
33644585000,257.37465641723065,257.6326262315014,0.13%
36213585000,256.4965240422754,257.5516993293209,0.14%
38789358000,257.2344568869233,257.53060887225354,0.15%
41362717000,256.92906336225747,257.4931018856341,0.16%
43937993000,257.16336024563213,257.47375187408966,0.17%
46527361000,258.51174051958026,257.5312995390769,0.18%
49102833000,257.2019192834579,257.5140023915621,0.19%
51675452000,256.83613964926974,257.4801709418559,0.20%
54260194000,258.14730316520314,257.511872268704,0.21%
56832733000,256.8498256522327,257.48183092804317,0.22%
