CPUNano,CPU,AvgCPU,MemPerc
99891000,250.95206451541426,250.95206451541426,0.00%
2679454000,257.7345454548252,257.4751196737419,0.01%
5248366000,256.50538153445103,256.99954855751713,0.02%
7828139000,257.5722812390825,257.1880117427556,0.03%
10404284000,257.2605529561657,257.2059694450062,0.04%
12983501000,257.5380098289744,257.27186223994215,0.05%
15565529000,257.7780040182862,257.3556840736555,0.06%
18142205000,257.32236910458295,257.35095193572704,0.07%
20720646000,257.43898371766255,257.36190317700067,0.08%
23289649000,256.5477874341027,257.27184735128645,0.09%
25872565000,257.9014178501176,257.3345606365577,0.10%
28449674000,257.34220093921255,257.3352527134197,0.11%
31021233000,256.75618838482717,257.2871509024185,0.12%
33604247000,257.89324036316765,257.3336373033567,0.13%
36171056000,256.4129072294671,257.26808156406753,0.14%
38739047000,256.3430191145657,257.2065530890431,0.15%
41321170000,257.9697179177863,257.2541102868628,0.16%
43884911000,256.2269875313359,257.1938797080218,0.17%
46459453000,257.10117283697053,257.1887406241407,0.18%
49022717000,256.13090757253343,257.13321297581444,0.19%
51589637000,256.3808648993076,257.0956743959941,0.20%
54158704000,256.5166525778561,257.0681489222497,0.21%
56738636000,257.6224485784446,257.093301415141,0.22%
