CPUNano,CPU,AvgCPU,MemPerc
96662000,248.5556121775433,248.5556121775433,0.00%
2679764000,258.1623798355795,257.8029609915387,0.01%
5260783000,257.72552872005497,257.7649657453003,0.02%
7851705000,258.6989868531468,258.07242950811724,0.03%
10438935000,258.32708867887203,258.1354985086097,0.04%
13027184000,258.4199497366838,258.1919635958461,0.05%
15615435000,258.42416550261345,258.23042209819005,0.06%
18198665000,257.99705220018546,258.19727043783297,0.07%
20785238000,258.2648918068588,258.20568350046165,0.08%
23367759000,258.0968573212898,258.1936519105144,0.09%
25949691000,257.8487141179384,258.15929008902646,0.10%
28535428000,258.1996379221537,258.16294568721895,0.11%
31122127000,258.27054271656095,258.17188514085717,0.12%
33703673000,257.7626638789295,258.140494733437,0.13%
36277320000,256.9854888718094,258.0582123136699,0.14%
38867403000,258.65167727501347,258.09767548973656,0.15%
41454935000,258.2884796188155,258.10957684289673,0.16%
44036741000,257.8806754907,258.0961454976504,0.17%
46618280000,257.68513672186486,258.0733511414029,0.18%
49194739000,257.34748654563634,258.0352340924391,0.19%
51771711000,257.2682127160741,257.996946938322,0.20%
54349121000,257.3627025635019,257.96679843104437,0.21%
56921748000,256.9024295382055,257.91850311009006,0.22%
