CPUNano,CPU,AvgCPU,MemPerc
98680000,248.5795034108015,248.5795034108015,0.00%
2680145000,257.9945481769766,257.63526801549466,0.01%
5253783000,256.95919128652264,257.30363856766036,0.02%
7821221000,256.37705237020737,256.9987346050073,0.03%
10402407000,257.70564397181334,257.17378050961577,0.04%
12976689000,257.0837994876031,257.1559252992617,0.05%
15541152000,256.06450679610896,256.9751885985231,0.06%
18128222000,258.3265818174511,257.1671797215566,0.07%
20711036000,257.8826399420971,257.25618597477467,0.08%
23287499000,257.2727777458114,257.2580215360906,0.09%
25870736000,257.9406673947828,257.32602246042444,0.10%
28430909000,255.64777673324647,257.17399601164055,0.11%
30980955000,254.599387761619,256.9601147521359,0.12%
33555574000,257.11211003012477,256.97177053042805,0.13%
36138743000,257.69672859913373,257.02345457789374,0.14%
38710683000,256.78558945318565,257.00763713951653,0.15%
41278787000,256.65662315760864,256.985771272694,0.16%
43848849000,256.6672772770376,256.9670819466366,0.17%
46405605000,255.42386445614662,256.8815718375852,0.18%
48975767000,256.56846263242863,256.86512141899607,0.19%
51546559000,256.7597451737692,256.85986391886195,0.20%
54124884000,257.4440090096402,256.88763046204326,0.21%
56694059000,256.54900327365783,256.87226573513914,0.22%
