CPU,MemUsage
58.619592342606396,9.122e+06 
7.285520779771357,739.3e+06 
6.951190387483594,1.471e+09 
6.566236495266929,2.205e+09 
7.325028492095516,2.933e+09 
6.610036004865219,3.667e+09 
6.570749455598977,4.401e+09 
6.546773232321707,5.135e+09 
8.131984249945095,5.856e+09 
6.69798282494585,6.59e+09 
6.647153454955232,7.324e+09 
7.858072668936187,8.05e+09 
17.75651524149275,8.702e+09 
17.67419726130337,9.354e+09 
17.36916387442693,10.01e+09 
17.862293655929957,10.66e+09 
17.32071770197719,11.31e+09 
17.037818308534167,11.97e+09 
18.291853160410643,12.62e+09 
17.227355302417223,13.27e+09 
17.408967432165433,13.93e+09 
17.18076923172181,14.58e+09 
17.951934443499816,15.23e+09 
17.12651490006147,15.89e+09 
17.327377048429916,16.55e+09 
19.393263451874034,17.18e+09 
17.418034875535795,17.84e+09 
17.33770903181577,18.49e+09 
17.61308144842818,19.15e+09 
17.21973843542692,19.81e+09 
26.29053821929279,20.39e+09 
35.877465361878414,8.711e+09 
