CPU,MemUsage
48.68609148022895,9.282e+06 
7.361440569719781,739.3e+06 
7.116455160295457,1.469e+09 
6.664058067996824,2.203e+09 
7.470839148905571,2.931e+09 
6.664221726907719,3.665e+09 
6.577537972961081,4.399e+09 
6.694976306365725,5.133e+09 
8.567611568970353,5.854e+09 
7.642452434956261,6.582e+09 
8.395365663063114,7.303e+09 
8.29072020516508,8.028e+09 
18.7152883022595,8.674e+09 
17.57590668238545,9.326e+09 
17.87501766793508,9.978e+09 
18.142132265783584,10.63e+09 
17.457824831143252,11.28e+09 
17.495552629103656,11.94e+09 
18.52163704598492,12.58e+09 
17.78406924675682,13.24e+09 
17.64842732291853,13.89e+09 
18.914427199532007,14.54e+09 
18.917263621268056,15.18e+09 
17.76503592707704,15.83e+09 
19.04292323764449,16.47e+09 
19.718525653026465,17.11e+09 
17.26459612060795,17.76e+09 
17.732701973699346,18.42e+09 
19.494533519641102,19.05e+09 
19.959558514818298,19.69e+09 
30.26739188359768,20.24e+09 
34.48422298048655,14.09e+09 
