CPU,MemUsage
48.757615231307355,9.572e+06 
7.108202938473069,739.9e+06 
7.142169464476768,1.47e+09 
7.042549159582571,2.202e+09 
7.684912054527968,2.927e+09 
6.695214851037718,3.661e+09 
6.698747654570433,4.393e+09 
6.594745778821751,5.127e+09 
8.23700796895229,5.849e+09 
6.772910179558174,6.58e+09 
6.680162782758002,7.314e+09 
7.79448675065527,8.042e+09 
17.79223771919193,8.694e+09 
17.830519684018384,9.346e+09 
17.283152052139723,10e+09 
17.736268570676913,10.65e+09 
17.17010049282672,11.31e+09 
17.25000112035379,11.96e+09 
18.717744209593608,12.61e+09 
17.836968495947158,13.26e+09 
17.522794901436857,13.92e+09 
17.629006458088302,14.57e+09 
17.417443272760565,15.23e+09 
17.160025368388627,15.88e+09 
17.181918722931613,16.54e+09 
19.373171559141024,17.18e+09 
17.208754035062892,17.83e+09 
17.091624635430904,18.49e+09 
17.31791703669455,19.14e+09 
17.21102318153436,19.8e+09 
26.550761940920015,20.38e+09 
34.69587763834108,12.39e+09 
