CPU,MemUsage
48.829146621212246,10.06e+06 
7.575157218653743,738.3e+06 
7.319534629202179,1.466e+09 
6.945507855839926,2.2e+09 
7.90656978572954,2.924e+09 
6.823192059385544,3.658e+09 
6.62886517803912,4.389e+09 
6.870449259615205,5.121e+09 
8.68547018084285,5.841e+09 
6.789017011253982,6.573e+09 
7.0168221980968974,7.304e+09 
7.509514664164953,8.034e+09 
17.88977641058558,8.682e+09 
17.917881926394344,9.334e+09 
17.678631447596967,9.989e+09 
19.329628281518115,10.63e+09 
17.563139580205416,11.28e+09 
17.475258058601558,11.93e+09 
18.729320465789932,12.58e+09 
18.068300866796143,13.23e+09 
17.377010463177704,13.88e+09 
17.44489410297568,14.54e+09 
17.22925640841363,15.19e+09 
17.28695904533066,15.85e+09 
17.309514513480018,16.5e+09 
19.54638017714841,17.14e+09 
17.50884435152367,17.79e+09 
17.425117834160485,18.45e+09 
17.433704950149306,19.1e+09 
17.24368033764286,19.76e+09 
26.939459832048428,20.34e+09 
33.96754851378988,13.78e+09 
