CPU,MemUsage
49.04001893759039,9.904e+06 
7.3277832484309675,738.1e+06 
7.534430158165935,1.466e+09 
6.850566714723865,2.2e+09 
7.780576570685661,2.925e+09 
7.020346488291046,3.657e+09 
7.250359880728046,4.387e+09 
7.041363377590969,5.119e+09 
8.19187952126323,5.841e+09 
6.646897022867486,6.575e+09 
6.628128616796378,7.309e+09 
7.802120806394648,8.034e+09 
18.99947300777021,8.678e+09 
17.850374851379307,9.328e+09 
17.410556122658022,9.982e+09 
17.90130381137789,10.63e+09 
17.810935845257912,11.28e+09 
17.41982965557065,11.94e+09 
19.090083282971527,12.58e+09 
17.450264548822993,13.23e+09 
17.510458793575058,13.89e+09 
17.3126401045108,14.55e+09 
17.32397054663054,15.2e+09 
17.273831447809272,15.86e+09 
17.742833041475176,16.51e+09 
19.46525903893228,17.14e+09 
17.21643079809671,17.8e+09 
17.193961671663878,18.46e+09 
17.202694489910332,19.11e+09 
19.366236502744982,19.75e+09 
28.66442925698679,20.31e+09 
34.13484288566699,13.23e+09 
