CPU,MemUsage
48.92519926245775,9.249e+06 
7.128378622835436,739.3e+06 
7.021900053715633,1.471e+09 
6.6246622941066216,2.205e+09 
7.484374609746553,2.933e+09 
6.599231649964961,3.665e+09 
6.715483007810798,4.399e+09 
6.5300415389471675,5.133e+09 
8.22858180502976,5.854e+09 
6.600501476905155,6.588e+09 
6.520436590673165,7.322e+09 
7.616490813334551,8.049e+09 
17.497027114112917,8.701e+09 
17.36649509640386,9.356e+09 
17.143564945112157,10.01e+09 
18.792084741133046,10.66e+09 
18.15337179100021,11.3e+09 
17.728532987461456,11.96e+09 
19.05096525063808,12.6e+09 
18.10847845341765,13.25e+09 
17.850919911339076,13.9e+09 
18.529200240355877,14.55e+09 
18.099904916231363,15.19e+09 
17.92886242722378,15.84e+09 
17.577794486933556,16.5e+09 
19.772515110912693,17.13e+09 
17.378079874929824,17.79e+09 
17.229869722117662,18.44e+09 
17.554147557485372,19.1e+09 
18.069862297085745,19.74e+09 
25.66777323728622,20.33e+09 
35.19640846464821,8.624e+09 
