CPU,MemUsage
46.98713118556955,9.9e+06 
7.340397480649828,738.1e+06 
7.143922454357256,1.468e+09 
6.781426391016825,2.202e+09 
7.4409312616688625,2.93e+09 
6.540632411168018,3.664e+09 
6.6228768173551655,4.398e+09 
6.781197229796461,5.132e+09 
8.205618026396786,5.853e+09 
6.668987930892918,6.585e+09 
6.652764324483707,7.319e+09 
7.712220049307413,8.047e+09 
17.65394821343395,8.699e+09 
17.495503221156383,9.351e+09 
17.07371993867684,10.01e+09 
17.810206793759047,10.66e+09 
17.136700960829813,11.31e+09 
17.14442766421212,11.97e+09 
18.46394944804473,12.61e+09 
17.495439989244225,13.27e+09 
17.785593921632113,13.92e+09 
17.62480278457313,14.57e+09 
17.32813874098781,15.23e+09 
17.462452162911365,15.88e+09 
18.094566065604095,16.53e+09 
19.984217101680546,17.16e+09 
18.165837984362618,17.81e+09 
17.948807460324552,18.47e+09 
17.51961944694601,19.12e+09 
17.94947282612595,19.77e+09 
27.133039060531505,20.34e+09 
36.22084291657645,8.862e+09 
