CPU,MemUsage
48.48725966170812,9.576e+06 
7.349079358729053,739.9e+06 
7.161551621744383,1.468e+09 
7.0075062404474835,2.202e+09 
7.41755549574895,2.929e+09 
6.615380012389763,3.663e+09 
6.7312051057909965,4.397e+09 
6.738054646246354,5.129e+09 
8.323716590644324,5.851e+09 
6.682022247164941,6.583e+09 
7.040335637930213,7.314e+09 
8.00071030481926,8.04e+09 
17.77862878694035,8.692e+09 
17.560701752166143,9.346e+09 
17.23280410574397,10e+09 
17.96835138061798,10.65e+09 
17.44115736609175,11.31e+09 
17.334318710119252,11.96e+09 
18.82684522970588,12.61e+09 
17.2946653639154,13.26e+09 
17.242099848130042,13.92e+09 
17.44594906767338,14.57e+09 
17.69102181916333,15.23e+09 
17.58846243515458,15.88e+09 
17.710662169418185,16.54e+09 
19.66837755908335,17.18e+09 
17.359409305152244,17.83e+09 
17.494856390238013,18.49e+09 
17.638330784741868,19.14e+09 
20.77491785688689,19.77e+09 
30.687846033340588,20.31e+09 
35.729743559866264,12.67e+09 
