CPU,MemUsage
50.746001308668696,9.724e+06 
7.50374850759701,735.7e+06 
7.394489981483565,1.466e+09 
6.845249142575807,2.197e+09 
7.6710815670395265,2.925e+09 
6.8126229379647185,3.657e+09 
6.7742273036717,4.391e+09 
6.683530336732141,5.125e+09 
8.877440759091572,5.842e+09 
7.046110245132842,6.574e+09 
6.64749037845413,7.308e+09 
7.565935471074882,8.034e+09 
17.961563462177587,8.683e+09 
18.045138948649214,9.334e+09 
17.150160271013565,9.988e+09 
17.75709637005344,10.64e+09 
17.422967438500596,11.29e+09 
17.906579028802927,11.94e+09 
18.858855491262126,12.59e+09 
18.765477972830734,13.23e+09 
17.784242230086864,13.88e+09 
17.848295006060347,14.53e+09 
17.649219289719227,15.19e+09 
17.360234793613596,15.84e+09 
17.480060926387925,16.5e+09 
21.156056193473876,17.12e+09 
17.42324903202762,17.77e+09 
18.013778352252434,18.42e+09 
17.086218076930233,19.08e+09 
18.249085836504886,19.73e+09 
28.835352845546243,20.29e+09 
33.89919130968641,14.19e+09 
