CPU,MemUsage
47.01244175459755,9.572e+06 
7.476531484396457,737.8e+06 
7.2044510193989035,1.468e+09 
6.696727766648763,2.202e+09 
7.667461597903774,2.927e+09 
6.97783470280085,3.661e+09 
6.7290952783827285,4.393e+09 
6.761686707628291,5.127e+09 
8.386374059532601,5.846e+09 
6.691141870729416,6.58e+09 
6.63907028814675,7.314e+09 
7.6124330385162295,8.04e+09 
17.801923729612383,8.692e+09 
17.562696949902694,9.346e+09 
17.23588486899531,10e+09 
18.025025882664558,10.65e+09 
17.53104048838537,11.31e+09 
17.240375515011422,11.96e+09 
18.620299432274084,12.61e+09 
17.849473606693763,13.26e+09 
17.252780025962664,13.92e+09 
17.63382935288367,14.57e+09 
17.2232709848913,15.23e+09 
17.220958671853232,15.89e+09 
17.289550754669865,16.54e+09 
19.73777054422975,17.17e+09 
17.152304351515834,17.83e+09 
17.13536597428854,18.49e+09 
17.23241301838193,19.14e+09 
27.439116832097792,19.72e+09 
29.41411935102088,20.28e+09 
35.88530945594506,9.544e+09 
