CPU,MemUsage
58.08114162419764,9.327e+06 
7.296963795106707,739.3e+06 
7.075731668231426,1.469e+09 
6.72616189946948,2.201e+09 
7.518235105869343,2.929e+09 
6.706826353527723,3.661e+09 
6.594515879865688,4.397e+09 
6.6910572965808495,5.129e+09 
8.176792194903463,5.85e+09 
6.857406787610001,6.582e+09 
6.936026963072013,7.314e+09 
7.711544459041271,8.041e+09 
18.033216892051744,8.691e+09 
17.766464732544847,9.341e+09 
17.564266518631978,9.993e+09 
18.4558353687766,10.64e+09 
17.49889852490313,11.29e+09 
17.410169593487733,11.95e+09 
18.69127175002862,12.59e+09 
17.57004246637084,13.24e+09 
17.765955743891677,13.89e+09 
17.200147429264486,14.55e+09 
17.217449048318393,15.2e+09 
17.34032465029681,15.86e+09 
17.42197723132005,16.51e+09 
20.562883685510563,17.14e+09 
18.097769649531486,17.79e+09 
18.102979225747426,18.44e+09 
17.632444545114755,19.1e+09 
19.024748341507888,19.74e+09 
28.672366888657347,20.3e+09 
34.82929640949821,12.77e+09 
