CPU,MemUsage
60.759658774915714,9.048e+06 
7.381189380661842,739.3e+06 
7.0151746896980764,1.471e+09 
6.570693584999498,2.205e+09 
7.543935234864539,2.933e+09 
6.882923572593581,3.667e+09 
6.6544996747369,4.399e+09 
6.674150469814672,5.133e+09 
8.261461227861536,5.854e+09 
6.777312392114708,6.586e+09 
6.6170696528896125,7.32e+09 
7.805537275864453,8.047e+09 
17.762739134395865,8.701e+09 
17.687464297439774,9.353e+09 
17.142120914921815,10.01e+09 
18.095444129973234,10.66e+09 
17.64725504673629,11.32e+09 
17.38563302843174,11.97e+09 
18.29649999657651,12.62e+09 
17.12652077754458,13.27e+09 
17.177670388216967,13.93e+09 
18.17827509529875,14.58e+09 
17.511939355165676,15.23e+09 
17.620907371048496,15.89e+09 
18.069054715369486,16.54e+09 
19.819114800507805,17.17e+09 
18.053870912566104,17.83e+09 
17.403667225883858,18.48e+09 
17.504529784017922,19.14e+09 
19.2970656159055,19.78e+09 
28.974806021975624,20.34e+09 
35.947287951898524,12.62e+09 
