CPU,MemUsage
246.49534637361893,389.1e+03 
262.9823920571422,3.875e+06 
260.9915968262985,7.385e+06 
260.4968702794834,10.83e+06 
261.16186429521684,14.28e+06 
261.26253569742755,17.74e+06 
262.1154877660773,21.19e+06 
261.31386370354875,24.64e+06 
261.9497403008996,28.11e+06 
263.23100224855006,31.6e+06 
262.702058797826,35.07e+06 
262.01281886193016,38.55e+06 
262.1238913189758,42.02e+06 
261.56793125241904,45.47e+06 
261.40803498192014,48.92e+06 
261.76557686409274,52.38e+06 
259.77369114055,55.82e+06 
261.76498203958374,59.28e+06 
262.1249069419402,62.73e+06 
262.2166099607728,66.19e+06 
260.2145884289422,69.64e+06 
260.34091681816443,73.08e+06 
