CPU,MemUsage
226.72913000291922,389.1e+03 
264.4244528703382,3.916e+06 
262.2393839514905,7.356e+06 
263.1792443388782,10.82e+06 
262.4581992664172,14.27e+06 
262.8272128416457,17.72e+06 
262.137991083047,21.15e+06 
263.5569599266448,24.61e+06 
262.4590457425534,28.05e+06 
261.65309651285315,31.49e+06 
262.4045784138963,34.95e+06 
262.42851712486396,38.41e+06 
262.5792843908774,41.85e+06 
261.3328234647801,45.28e+06 
262.44020539574575,48.73e+06 
262.5046257280038,52.17e+06 
263.3041585964197,55.64e+06 
261.64117744120796,59.07e+06 
262.3409951508247,62.51e+06 
262.41432119519544,65.96e+06 
262.45470106353036,69.39e+06 
261.7491712502624,72.84e+06 
