CPU,MemUsage
245.54742055328367,397.3e+03 
262.7156360200017,3.863e+06 
263.21435658336594,7.373e+06 
261.715250668949,10.82e+06 
261.55684810914914,14.26e+06 
261.56796033902776,17.7e+06 
262.02484198173266,21.14e+06 
260.21016371206827,24.57e+06 
261.3744637801747,28e+06 
261.7315319960723,31.46e+06 
261.30080853937926,34.91e+06 
261.81870884306426,38.35e+06 
261.85537808092187,41.77e+06 
261.2462327700595,45.19e+06 
260.64022075592794,48.64e+06 
260.7057445382902,52.06e+06 
261.4639287933692,55.5e+06 
261.87054749623616,58.94e+06 
261.33675305520836,62.37e+06 
261.4522115476623,65.81e+06 
262.7188270114585,69.25e+06 
260.92155845833145,72.67e+06 
