CPU,MemUsage
249.93793596727878,405.5e+03 
262.5720748033426,3.924e+06 
262.0146551362893,7.385e+06 
260.8824152557891,10.85e+06 
261.14953994010614,14.3e+06 
262.0381155591438,17.75e+06 
261.6068099704342,21.19e+06 
262.0297692818267,24.65e+06 
261.0799213849767,28.09e+06 
262.31603961145936,31.55e+06 
262.4656565159007,35e+06 
262.66068729627557,38.45e+06 
261.003939652264,41.89e+06 
261.37295862757645,45.33e+06 
262.40723311210127,48.78e+06 
261.2785106286008,52.24e+06 
261.33227440178,55.69e+06 
262.03263730571405,59.13e+06 
263.45412847652693,62.58e+06 
261.0947659024337,66.02e+06 
261.1319855412336,69.46e+06 
261.99151746693576,72.92e+06 
