CPU,MemUsage
240.65505530238323,372.7e+03 
262.66557548253775,3.903e+06 
261.7585595139839,7.34e+06 
262.04759089388654,10.78e+06 
262.5996021422948,14.23e+06 
262.1755355074109,17.67e+06 
260.90033277664537,21.11e+06 
261.8657689760798,24.56e+06 
261.5224213543729,27.99e+06 
262.4611152540813,31.42e+06 
260.40067689719956,34.84e+06 
261.74707839169173,38.29e+06 
261.00475172911433,41.71e+06 
262.3381100688893,45.15e+06 
262.6922587044614,48.61e+06 
262.8036478149206,52.05e+06 
261.94528427389866,55.5e+06 
261.8740380745108,58.94e+06 
260.80396831862913,62.38e+06 
261.2598493342795,65.8e+06 
262.2644142913247,69.25e+06 
263.11823832367253,72.69e+06 
