CPU,MemUsage
234.5946769320261,389.1e+03 
263.0723832771554,3.932e+06 
260.51549982641495,7.365e+06 
260.9196777620022,10.8e+06 
261.6323356659397,14.24e+06 
261.07162107284074,17.68e+06 
260.82202356495736,21.12e+06 
261.9035586027333,24.56e+06 
262.0019890172196,28e+06 
261.323486828532,31.44e+06 
262.1009105221792,34.89e+06 
261.64699476985146,38.33e+06 
260.9461293322877,41.77e+06 
263.1054795541923,45.23e+06 
261.09696716067583,48.68e+06 
262.05996951435026,52.12e+06 
261.42248865539955,55.57e+06 
261.4423922149521,59.01e+06 
262.69683897364234,62.47e+06 
260.9090071033463,65.9e+06 
263.1445149309356,69.36e+06 
261.3041423335196,72.81e+06 
