CPU,MemUsage
244.76690175268857,397.3e+03 
263.4787194210177,3.863e+06 
260.4958004117611,7.287e+06 
262.37266301691255,10.8e+06 
260.88644137570856,14.23e+06 
262.3830051888004,17.69e+06 
261.34847147470225,21.12e+06 
260.41659723925864,24.56e+06 
261.9616843210499,28e+06 
261.9754889795701,31.45e+06 
260.9254616571664,34.87e+06 
262.8499866044202,38.33e+06 
262.64202331490753,41.78e+06 
261.45172683397345,45.21e+06 
262.3538772770569,48.66e+06 
260.9781144442647,52.09e+06 
262.218480608863,55.53e+06 
262.6761429309495,58.98e+06 
261.3593163217176,62.42e+06 
260.73682881343024,65.86e+06 
261.45629807355874,69.31e+06 
260.8277459953508,72.75e+06 
