CPU,MemUsage
251.39644256233754,401.4e+03 
263.79431678773983,3.957e+06 
262.849155610115,7.422e+06 
260.74081233075555,10.85e+06 
262.2413889686848,14.32e+06 
259.9493012189258,17.75e+06 
261.64808744335784,21.2e+06 
261.6832390637558,24.64e+06 
264.15902262052265,28.1e+06 
261.9457278324547,31.54e+06 
261.946512302966,35e+06 
260.501870309272,38.43e+06 
263.91457631976454,41.91e+06 
262.69200820235505,45.34e+06 
262.50776629196594,48.8e+06 
262.3730342459774,52.25e+06 
261.1333266919003,55.69e+06 
260.9734418021142,59.14e+06 
261.81412182903625,62.57e+06 
262.3764975566456,65.99e+06 
262.75493167527173,69.39e+06 
262.44063683949946,72.84e+06 
