CPU,MemUsage
248.98814433253688,401.4e+03 
262.44543662599426,3.879e+06 
261.096813535155,7.315e+06 
261.3015969354813,10.78e+06 
260.9701186248401,14.22e+06 
258.6386464797905,17.65e+06 
261.5605574084459,21.11e+06 
263.54752505825473,24.56e+06 
257.98383348294414,27.89e+06 
261.2798662120807,31.3e+06 
260.5032499913506,34.72e+06 
258.5724613749196,38.06e+06 
258.4450484316943,41.41e+06 
261.15762753954215,44.79e+06 
257.49227991339296,48.12e+06 
260.5965985313206,51.51e+06 
262.0891361189767,54.96e+06 
261.48467216046583,58.38e+06 
257.90147270500887,61.7e+06 
258.7650117809017,65.04e+06 
258.4851739322503,68.37e+06 
258.9069646049157,71.7e+06 
