CPU,MemUsage
249.71630071362748,446.5e+03 
262.1235384847463,3.912e+06 
262.35710952833165,7.361e+06 
261.08868007642036,10.84e+06 
262.9350530410285,14.28e+06 
262.3676999131369,17.74e+06 
262.4812283403947,21.19e+06 
263.0585853577323,24.65e+06 
263.8814365303861,28.11e+06 
261.9898161888777,31.54e+06 
260.9710552798117,34.98e+06 
261.04467010425464,38.41e+06 
260.5601935925162,41.84e+06 
262.7579503211129,45.3e+06 
262.08659931237275,48.75e+06 
261.4630388571476,52.18e+06 
260.9288721867343,55.62e+06 
261.3912647596865,59.07e+06 
262.4908671315667,62.53e+06 
263.2390650416163,65.97e+06 
262.5909586591942,69.44e+06 
262.57488978525595,72.89e+06 
