CPU,MemUsage
241.5887543722576,389.1e+03 
263.0808470354537,3.858e+06 
263.0817772871476,7.393e+06 
261.75638886931074,10.83e+06 
261.85151119528115,14.28e+06 
262.0717347933701,17.72e+06 
261.83692937745934,21.16e+06 
260.598378322177,24.6e+06 
261.37638285501777,28.05e+06 
263.5276531053903,31.5e+06 
261.22842872754603,34.94e+06 
262.9947968872772,38.39e+06 
262.4032395280808,41.85e+06 
261.2225269938854,45.29e+06 
261.72595605492097,48.74e+06 
261.55025492431577,52.19e+06 
261.04351405213566,55.63e+06 
262.25003447148913,59.08e+06 
261.48184211498216,62.53e+06 
262.275581202138,65.98e+06 
262.00915316575856,69.43e+06 
261.8035520214907,72.87e+06 
