CPU,MemUsage
232.1903237266879,409.6e+03 
261.1231109365827,3.822e+06 
258.5006640004135,7.135e+06 
258.43488046296994,10.43e+06 
258.4757705926418,13.72e+06 
256.7500506244373,16.97e+06 
254.69510821388215,20.17e+06 
253.4383047611262,23.39e+06 
259.9298139333212,26.71e+06 
260.0003453501005,30.05e+06 
257.8001601135089,33.34e+06 
262.29398771860286,36.79e+06 
261.89800461997424,40.22e+06 
263.3641737969901,43.67e+06 
262.0284001909029,47.12e+06 
263.31009103869627,50.56e+06 
261.75208902660006,54.02e+06 
262.14390139912314,57.44e+06 
261.66638946651267,60.87e+06 
262.21914471555914,64.3e+06 
262.7476491089154,67.74e+06 
261.4759108605297,71.17e+06 
262.26779167496403,74.61e+06 
